Date,Open,High,Low,Close,Value Traded (SAR),Number of Trades,Size,Month,Quarter,Daily_Return_Pct
2025-12-07,4510.69,4525.57,4482.93,4493.84,963295127.88,149833,Tadawul Small Cap Index,2025-12,2025Q4,0.31273508146514306
2025-12-04,4476.88,4526.01,4475.99,4504.52,1419768702.36,218089,Tadawul Small Cap Index,2025-12,2025Q4,0.2376586616346099
2025-12-03,4437.34,4475.69,4432.33,4465.65,1158616498.98,174286,Tadawul Small Cap Index,2025-12,2025Q4,-0.8629110315860666
2025-12-02,4450.57,4468.87,4414.7,4430.36,1102079340.7,201603,Tadawul Small Cap Index,2025-12,2025Q4,-0.7902544982253401
2025-12-01,4458.39,4473.66,4438.16,4443.88,1054578533.03,194906,Tadawul Small Cap Index,2025-12,2025Q4,0.3051670744589785
2025-11-30,4522.35,4541.96,4457.0,4457.0,989967703.35,180150,Tadawul Small Cap Index,2025-11,2025Q4,0.295237495161893
2025-11-27,4528.0,4534.73,4493.46,4516.89,1048079910.29,195582,Tadawul Small Cap Index,2025-11,2025Q4,1.3437289656719864
2025-11-26,4529.13,4535.62,4489.9,4513.49,1311417717.43,212208,Tadawul Small Cap Index,2025-11,2025Q4,-0.0752730307800431
2025-11-25,4616.3,4625.85,4534.88,4534.88,1742640324.5,215074,Tadawul Small Cap Index,2025-11,2025Q4,0.4739126485269862
2025-11-24,4646.54,4648.41,4600.75,4623.63,1885828585.24,201126,Tadawul Small Cap Index,2025-11,2025Q4,1.9570528878382731
2025-11-23,4664.24,4683.07,4645.12,4647.45,908775153.3,147942,Tadawul Small Cap Index,2025-11,2025Q4,0.5151796315881585
2025-11-20,4647.46,4669.53,4642.24,4661.27,1219830536.82,188709,Tadawul Small Cap Index,2025-11,2025Q4,0.297367373505919
2025-11-19,4671.23,4690.84,4634.56,4642.63,1343589538.05,207243,Tadawul Small Cap Index,2025-11,2025Q4,-0.3998910168258929
2025-11-18,4647.49,4671.44,4619.54,4657.9,1653080420.06,248853,Tadawul Small Cap Index,2025-11,2025Q4,0.3289083989032049
2025-11-17,4665.61,4685.2,4624.89,4654.66,1482342834.97,225008,Tadawul Small Cap Index,2025-11,2025Q4,-0.06955924343587938
2025-11-16,4742.04,4742.63,4667.69,4669.48,1230565498.9,191515,Tadawul Small Cap Index,2025-11,2025Q4,0.3183906021062777
2025-11-13,4771.73,4773.18,4745.97,4745.97,1626736753.93,251925,Tadawul Small Cap Index,2025-11,2025Q4,1.6380838979929369
2025-11-12,4758.6,4786.33,4754.46,4770.24,1717599805.73,229907,Tadawul Small Cap Index,2025-11,2025Q4,0.5113812350267644
2025-11-11,4773.01,4774.41,4748.4,4755.24,1874975028.37,249603,Tadawul Small Cap Index,2025-11,2025Q4,-0.3144495874421449
2025-11-10,4759.21,4771.02,4740.34,4771.02,1813021063.75,241953,Tadawul Small Cap Index,2025-11,2025Q4,0.33184444949152514
2025-11-09,4801.66,4802.89,4738.34,4759.29,1424966035.13,200226,Tadawul Small Cap Index,2025-11,2025Q4,-0.2458593759825045
2025-11-06,4785.6,4808.58,4783.31,4808.58,1674860996.13,233610,Tadawul Small Cap Index,2025-11,2025Q4,1.035658680181295
2025-11-05,4848.0,4849.1,4782.3,4786.05,1804709572.82,270397,Tadawul Small Cap Index,2025-11,2025Q4,-0.46853748923798566
2025-11-04,4924.33,4929.9,4862.71,4868.59,1926484401.95,256719,Tadawul Small Cap Index,2025-11,2025Q4,1.7245954388274143
2025-11-03,4968.71,4969.29,4913.12,4931.9,2103328584.62,271876,Tadawul Small Cap Index,2025-11,2025Q4,1.30037649504271
2025-11-02,4983.81,4984.61,4963.88,4970.43,2062256268.17,229140,Tadawul Small Cap Index,2025-11,2025Q4,0.7812404955493957
2025-10-30,4970.7,5004.13,4968.01,4990.75,2556327770.07,287098,Tadawul Small Cap Index,2025-10,2025Q4,0.4088177481626376
2025-10-29,4962.1,4967.27,4952.61,4967.27,2028012301.65,237461,Tadawul Small Cap Index,2025-10,2025Q4,-0.47047037018482785
2025-10-28,4969.19,4969.81,4956.57,4960.72,2050168028.76,238208,Tadawul Small Cap Index,2025-10,2025Q4,-0.13186317635240918
2025-10-27,4984.7,4989.67,4957.66,4965.65,1903642757.91,246915,Tadawul Small Cap Index,2025-10,2025Q4,0.09938073505457723
2025-10-26,4955.84,4976.58,4955.8,4975.26,1631784069.98,193964,Tadawul Small Cap Index,2025-10,2025Q4,0.19352954799474187
2025-10-23,4914.29,4940.45,4904.13,4939.06,1756181525.78,250045,Tadawul Small Cap Index,2025-10,2025Q4,-0.7276001656194797
2025-10-22,4935.16,4948.12,4908.07,4908.94,1685015714.06,227065,Tadawul Small Cap Index,2025-10,2025Q4,-0.6098326402190102
2025-10-21,4999.99,5000.58,4937.4,4937.61,1908532835.19,259414,Tadawul Small Cap Index,2025-10,2025Q4,0.5840364722322855
2025-10-20,5029.57,5035.82,4993.89,4997.51,2152228297.48,272080,Tadawul Small Cap Index,2025-10,2025Q4,1.2131375301006164
2025-10-19,5037.74,5054.11,5024.95,5026.1,1967582998.94,247350,Tadawul Small Cap Index,2025-10,2025Q4,0.5720848982793569
2025-10-16,5045.13,5045.15,5024.93,5034.85,2604299548.12,311028,Tadawul Small Cap Index,2025-10,2025Q4,0.17409124370784124
2025-10-15,5030.47,5043.83,5022.9,5043.83,2766179418.61,298740,Tadawul Small Cap Index,2025-10,2025Q4,0.17835685273641655
2025-10-14,5050.72,5055.07,5021.62,5026.5,2636467370.73,313134,Tadawul Small Cap Index,2025-10,2025Q4,-0.34358810665704453
2025-10-13,4999.74,5047.12,4999.74,5044.31,2526962318.38,298225,Tadawul Small Cap Index,2025-10,2025Q4,0.35432209290759964
2025-10-12,4933.65,4999.69,4910.95,4986.46,2088511587.24,256465,Tadawul Small Cap Index,2025-10,2025Q4,-1.1468367328732798
2025-10-09,5005.5,5015.05,4995.74,5014.41,2035653448.45,264240,Tadawul Small Cap Index,2025-10,2025Q4,0.5605178824256152
2025-10-08,5037.07,5038.09,5000.91,5006.99,4862214584.16,305741,Tadawul Small Cap Index,2025-10,2025Q4,-0.14797354025698484
2025-10-07,5043.51,5047.43,5029.3,5039.15,2744769903.04,307966,Tadawul Small Cap Index,2025-10,2025Q4,0.6423020617177144
2025-10-06,5016.18,5038.38,5016.09,5038.38,2841438965.4,324004,Tadawul Small Cap Index,2025-10,2025Q4,-0.015280354821733955
2025-10-05,4986.51,5021.68,4986.51,5010.06,2465109732.53,290553,Tadawul Small Cap Index,2025-10,2025Q4,-0.562085432222259
2025-10-02,4979.75,4991.95,4974.82,4977.07,2648238992.57,323184,Tadawul Small Cap Index,2025-10,2025Q4,-0.6584751480022355
2025-10-01,4964.72,4981.86,4963.38,4966.16,2475204290.2,312812,Tadawul Small Cap Index,2025-10,2025Q4,-0.21920527539295298
2025-09-30,4947.16,4977.09,4945.99,4962.8,2939260227.49,349518,Tadawul Small Cap Index,2025-09,2025Q3,-0.06765790872624855
2025-09-29,4892.86,4940.87,4888.53,4940.87,2836741336.71,348260,Tadawul Small Cap Index,2025-09,2025Q3,-0.4418876440719033
2025-09-28,4876.08,4904.06,4875.28,4889.85,2343288086.94,275624,Tadawul Small Cap Index,2025-09,2025Q3,-1.0326116655568707
2025-09-25,4916.23,4916.4,4833.1,4875.16,2677911709.27,344045,Tadawul Small Cap Index,2025-09,2025Q3,-0.30041821323762985
2025-09-24,4794.85,4911.63,4794.34,4899.24,3258149710.74,416474,Tadawul Small Cap Index,2025-09,2025Q3,0.49393250683054113
2025-09-22,4777.69,4779.45,4761.36,4773.18,1978650011.32,295000,Tadawul Small Cap Index,2025-09,2025Q3,-2.573052146863586
2025-09-21,4745.62,4784.14,4739.54,4778.41,1856973916.25,262544,Tadawul Small Cap Index,2025-09,2025Q3,0.10957055883078493
2025-09-18,4700.98,4732.82,4678.92,4732.82,9681830291.23,292592,Tadawul Small Cap Index,2025-09,2025Q3,-0.9540830527309363
2025-09-17,4649.7,4691.39,4648.26,4691.39,1712968061.67,287921,Tadawul Small Cap Index,2025-09,2025Q3,-0.8753766253523088
2025-09-16,4579.32,4642.61,4579.26,4638.8,1480214199.18,252509,Tadawul Small Cap Index,2025-09,2025Q3,-1.120989727991073
2025-09-15,4550.1,4575.87,4537.74,4575.87,3761632411.64,215632,Tadawul Small Cap Index,2025-09,2025Q3,-1.3566008450461409
2025-09-14,4574.4,4577.82,4517.77,4548.95,1063847369.45,189391,Tadawul Small Cap Index,2025-09,2025Q3,-0.5883034264522413
2025-09-11,4616.97,4623.51,4567.1,4577.44,1164787481.99,211924,Tadawul Small Cap Index,2025-09,2025Q3,0.6262983765484398
2025-09-10,4636.39,4636.77,4592.92,4613.76,1034018774.69,203863,Tadawul Small Cap Index,2025-09,2025Q3,0.7934566045650016
2025-09-09,4635.27,4644.25,4589.09,4644.25,1443373501.87,260563,Tadawul Small Cap Index,2025-09,2025Q3,0.660849285615206
2025-09-08,4674.5,4683.96,4629.29,4636.94,1546710347.76,249714,Tadawul Small Cap Index,2025-09,2025Q3,-0.15739893416590878
2025-09-07,4688.48,4699.57,4670.29,4672.17,1013406912.78,194942,Tadawul Small Cap Index,2025-09,2025Q3,0.7597682954707308
2025-09-04,4687.74,4705.19,4677.69,4690.88,1126760164.59,215059,Tadawul Small Cap Index,2025-09,2025Q3,0.40045631901235446
2025-09-03,4687.34,4716.28,4683.75,4688.41,1070677289.59,207109,Tadawul Small Cap Index,2025-09,2025Q3,-0.05265536530459913
2025-09-02,4708.96,4709.41,4661.31,4685.45,1319749442.48,225338,Tadawul Small Cap Index,2025-09,2025Q3,-0.06313441017317123
2025-09-01,4746.39,4749.81,4699.52,4710.82,1204415875.66,224581,Tadawul Small Cap Index,2025-09,2025Q3,0.5414634666894402
2025-08-31,4805.44,4810.34,4736.1,4746.63,1156607612.53,197022,Tadawul Small Cap Index,2025-08,2025Q3,0.760164896981852
2025-08-28,4838.72,4839.01,4804.43,4806.86,1293962349.47,230421,Tadawul Small Cap Index,2025-08,2025Q3,1.2689002513361913
2025-08-27,4857.8,4862.99,4834.07,4838.28,1469741842.95,228244,Tadawul Small Cap Index,2025-08,2025Q3,0.6536491597425309
2025-08-26,4832.88,4855.49,4820.56,4855.49,2006385390.61,246955,Tadawul Small Cap Index,2025-08,2025Q3,0.355704919930222
2025-08-25,4839.74,4843.83,4820.82,4830.18,1489142120.67,252266,Tadawul Small Cap Index,2025-08,2025Q3,-0.5212656189179543
2025-08-24,4822.44,4861.03,4822.2,4838.99,1662629099.66,235455,Tadawul Small Cap Index,2025-08,2025Q3,0.18239485899074204
2025-08-21,4820.66,4822.93,4793.71,4799.91,1781102846.42,294270,Tadawul Small Cap Index,2025-08,2025Q3,-0.8076065459940995
2025-08-20,4833.25,4844.44,4818.75,4818.75,1387160329.32,237307,Tadawul Small Cap Index,2025-08,2025Q3,0.39250735951299465
2025-08-19,4832.94,4848.51,4816.01,4836.71,1675773664.35,272390,Tadawul Small Cap Index,2025-08,2025Q3,0.3727107652399475
2025-08-18,4840.66,4842.38,4825.96,4832.02,1601855056.51,265111,Tadawul Small Cap Index,2025-08,2025Q3,-0.09696673978798476
2025-08-17,4805.59,4844.83,4805.29,4835.23,1420520525.38,210414,Tadawul Small Cap Index,2025-08,2025Q3,0.06643184423904547
2025-08-14,4779.8,4801.84,4779.36,4801.84,1592098367.83,268886,Tadawul Small Cap Index,2025-08,2025Q3,-0.6905566022712306
2025-08-13,4813.56,4813.88,4776.87,4780.8,1806562825.48,273366,Tadawul Small Cap Index,2025-08,2025Q3,-0.43816536994152333
2025-08-12,4797.63,4812.44,4783.33,4787.96,1830461405.07,278879,Tadawul Small Cap Index,2025-08,2025Q3,0.14976572958500523
2025-08-11,4875.9,4875.99,4803.94,4803.94,2156856413.21,318315,Tadawul Small Cap Index,2025-08,2025Q3,0.333753832529915
2025-08-10,4910.95,4915.67,4880.52,4880.61,1861275226.37,243768,Tadawul Small Cap Index,2025-08,2025Q3,1.595981631743948
2025-08-07,4904.59,4916.01,4891.07,4910.73,2041153861.06,279964,Tadawul Small Cap Index,2025-08,2025Q3,0.6171359727574988
2025-08-06,4882.77,4906.19,4882.43,4900.72,2129312230.49,261828,Tadawul Small Cap Index,2025-08,2025Q3,-0.2038393477140743
2025-08-05,4844.19,4875.71,4835.2,4875.71,2196290933.24,277044,Tadawul Small Cap Index,2025-08,2025Q3,-0.5103331755333951
2025-08-04,4807.98,4837.18,4786.53,4835.34,1823954371.15,269845,Tadawul Small Cap Index,2025-08,2025Q3,-0.8279819759583695
2025-08-03,4832.39,4833.25,4786.2,4826.04,1304699551.76,205550,Tadawul Small Cap Index,2025-08,2025Q3,-0.1923339413567593
2025-07-31,4860.14,4863.24,4833.34,4856.8,1690271082.76,241679,Tadawul Small Cap Index,2025-07,2025Q3,0.6373755708614093
2025-07-30,4857.12,4861.16,4828.23,4861.16,1718805748.79,237853,Tadawul Small Cap Index,2025-07,2025Q3,0.08977104266183478
2025-07-29,4898.15,4898.45,4847.84,4860.18,1501703292.95,242078,Tadawul Small Cap Index,2025-07,2025Q3,-0.02015979725003003
2025-07-28,4945.11,4945.79,4904.54,4910.18,1742689038.55,239458,Tadawul Small Cap Index,2025-07,2025Q3,1.0287684818257814
2025-07-27,4943.34,4961.21,4939.56,4940.9,1587785496.82,212455,Tadawul Small Cap Index,2025-07,2025Q3,0.6256389786117644
2025-07-24,4945.54,4954.67,4920.95,4933.62,1688512230.88,242150,Tadawul Small Cap Index,2025-07,2025Q3,-0.14734157744540344
2025-07-23,4894.84,4940.52,4882.53,4938.05,1704775096.57,231301,Tadawul Small Cap Index,2025-07,2025Q3,0.08979207964943114
2025-07-22,4977.57,4982.83,4894.5,4898.68,1845353398.31,262161,Tadawul Small Cap Index,2025-07,2025Q3,-0.7972782778627119
2025-07-21,4974.9,4976.8,4938.85,4973.54,1866002374.43,269689,Tadawul Small Cap Index,2025-07,2025Q3,1.528166771456796
2025-07-20,5023.89,5047.36,4977.62,4977.79,1683752403.78,224812,Tadawul Small Cap Index,2025-07,2025Q3,0.08545221311178075
2025-07-17,5012.86,5029.85,4985.91,5014.64,1518434176.89,230521,Tadawul Small Cap Index,2025-07,2025Q3,0.7402883608991218
2025-07-16,5043.27,5063.29,5012.03,5014.68,1688402423.02,251786,Tadawul Small Cap Index,2025-07,2025Q3,0.000797664438523249
2025-07-15,5087.85,5092.38,5036.06,5044.08,1727013740.26,248541,Tadawul Small Cap Index,2025-07,2025Q3,0.5862786857785407
2025-07-14,5134.7,5134.86,5068.71,5088.01,2096871779.46,277696,Tadawul Small Cap Index,2025-07,2025Q3,0.8709219520705469
2025-07-13,5132.69,5152.24,5129.33,5132.84,2227178479.66,269667,Tadawul Small Cap Index,2025-07,2025Q3,0.881091035591508
2025-07-10,5114.96,5130.35,5111.93,5127.48,2147636445.17,263415,Tadawul Small Cap Index,2025-07,2025Q3,-0.10442562012453749
2025-07-09,5092.17,5110.7,5075.1,5110.7,2161730221.72,270161,Tadawul Small Cap Index,2025-07,2025Q3,-0.3272562740371465
2025-07-08,5116.13,5118.25,5084.87,5085.39,2401653548.86,308511,Tadawul Small Cap Index,2025-07,2025Q3,-0.4952354863325903
2025-07-07,5110.04,5119.64,5099.67,5117.38,2562359556.51,303504,Tadawul Small Cap Index,2025-07,2025Q3,0.6290569651491884
2025-07-06,5083.3,5106.07,5076.14,5103.23,2257325970.52,265250,Tadawul Small Cap Index,2025-07,2025Q3,-0.27650868217722335
2025-07-03,5065.19,5079.36,5060.04,5079.36,2345098856.4,298276,Tadawul Small Cap Index,2025-07,2025Q3,-0.46774297846657875
2025-07-02,5072.18,5079.97,5055.75,5063.83,2234962129.42,281610,Tadawul Small Cap Index,2025-07,2025Q3,-0.30574718074717344
2025-07-01,5074.13,5083.57,5056.62,5065.12,2551139473.56,303801,Tadawul Small Cap Index,2025-07,2025Q3,0.025474788845603058
2025-06-30,5067.55,5078.53,5047.36,5069.14,3025744842.87,346971,Tadawul Small Cap Index,2025-06,2025Q2,0.07936633288057049
2025-06-29,5000.86,5058.19,4998.83,5058.19,2507707511.76,285303,Tadawul Small Cap Index,2025-06,2025Q2,-0.21601297261469865
2025-06-26,4930.4,4973.45,4913.37,4973.45,2120571517.69,255179,Tadawul Small Cap Index,2025-06,2025Q2,-1.675302825714331
2025-06-25,4895.24,4918.75,4868.07,4918.12,2139908140.58,265145,Tadawul Small Cap Index,2025-06,2025Q2,-1.1125074143703007
2025-06-24,4792.71,4875.41,4788.77,4868.99,2633198384.91,289088,Tadawul Small Cap Index,2025-06,2025Q2,-0.9989589517945929
2025-06-23,4612.87,4695.06,4611.34,4695.06,1507672385.87,211673,Tadawul Small Cap Index,2025-06,2025Q2,-3.572198751691813
2025-06-22,4594.46,4683.55,4594.42,4601.11,1377980828.1,197592,Tadawul Small Cap Index,2025-06,2025Q2,-2.001039390337944
2025-06-19,4588.89,4621.42,4567.85,4599.98,1250769263.21,201066,Tadawul Small Cap Index,2025-06,2025Q2,-0.024559291127579375
2025-06-18,4667.33,4668.78,4586.86,4590.25,1409725457.28,225823,Tadawul Small Cap Index,2025-06,2025Q2,-0.211522658794161
2025-06-17,4767.56,4784.26,4686.86,4686.86,1620526276.75,234853,Tadawul Small Cap Index,2025-06,2025Q2,2.1046783944229652
2025-06-16,4691.76,4790.71,4689.58,4769.69,1649171847.68,231111,Tadawul Small Cap Index,2025-06,2025Q2,1.7672812928058335
2025-06-15,4494.91,4713.69,4494.77,4676.5,1882051951.52,249261,Tadawul Small Cap Index,2025-06,2025Q2,-1.9537957393457317
2025-06-12,4931.99,4932.35,4782.68,4785.83,1800003436.72,262759,Tadawul Small Cap Index,2025-06,2025Q2,2.3378595103175526
2025-06-11,4953.54,4991.88,4951.13,4964.83,1565636419.24,204937,Tadawul Small Cap Index,2025-06,2025Q2,3.7402080725809306
2025-06-04,4908.21,4936.22,4907.38,4930.83,1232649480.69,183961,Tadawul Small Cap Index,2025-06,2025Q2,-0.6848170027976774
2025-06-03,4899.56,4925.31,4894.14,4897.83,1063516085.62,174415,Tadawul Small Cap Index,2025-06,2025Q2,-0.6692585223988634
2025-06-02,4899.09,4908.72,4882.59,4895.0,1066735954.07,180816,Tadawul Small Cap Index,2025-06,2025Q2,-0.05778069063238078
2025-06-01,4948.64,4958.65,4880.61,4893.73,1013117230.03,178205,Tadawul Small Cap Index,2025-06,2025Q2,-0.02594484167518507
2025-05-29,4923.74,4957.27,4915.56,4953.62,1606097483.16,210174,Tadawul Small Cap Index,2025-05,2025Q2,1.2238108763662936
2025-05-28,4864.55,4917.15,4862.62,4904.3,1177939851.33,192484,Tadawul Small Cap Index,2025-05,2025Q2,-0.9956355150374852
2025-05-27,4939.9,4940.42,4842.96,4848.78,1286656101.8,219149,Tadawul Small Cap Index,2025-05,2025Q2,-1.1320677772567067
2025-05-26,4973.45,4991.94,4886.98,4933.26,1513705690.98,226768,Tadawul Small Cap Index,2025-05,2025Q2,1.7422939378565427
2025-05-25,5031.03,5035.05,4968.7,4968.7,1311576780.97,194045,Tadawul Small Cap Index,2025-05,2025Q2,0.7183890571346163
2025-05-22,5040.25,5053.01,5018.67,5028.74,1563851155.79,238804,Tadawul Small Cap Index,2025-05,2025Q2,1.208364360899239
2025-05-21,5113.29,5115.52,5053.83,5054.45,1629883063.51,245932,Tadawul Small Cap Index,2025-05,2025Q2,0.511261270218788
2025-05-20,5101.06,5116.18,5089.98,5111.84,1731773901.91,230162,Tadawul Small Cap Index,2025-05,2025Q2,1.1354351116343198
2025-05-19,5142.3,5143.66,5094.5,5101.41,2016977009.27,259597,Tadawul Small Cap Index,2025-05,2025Q2,-0.2040361200663643
2025-05-18,5153.17,5165.45,5140.71,5144.03,2031496061.44,233431,Tadawul Small Cap Index,2025-05,2025Q2,0.8354552956927552
2025-05-15,5196.87,5198.09,5142.09,5154.97,2541080699.67,256815,Tadawul Small Cap Index,2025-05,2025Q2,0.21267372079867286
2025-05-14,5190.72,5204.61,5184.46,5202.13,2355730825.0,269338,Tadawul Small Cap Index,2025-05,2025Q2,0.9148452852295819
2025-05-13,5184.89,5184.89,5149.82,5176.25,2131002063.04,265420,Tadawul Small Cap Index,2025-05,2025Q2,-0.49748852873726657
2025-05-12,5099.23,5167.13,5099.11,5167.13,2300987571.17,262226,Tadawul Small Cap Index,2025-05,2025Q2,-0.1761893262496983
2025-05-11,5100.46,5112.65,5076.86,5083.88,1452900108.71,202445,Tadawul Small Cap Index,2025-05,2025Q2,-1.611145839179584
2025-05-08,5126.69,5130.85,5084.25,5087.17,1769046270.57,243159,Tadawul Small Cap Index,2025-05,2025Q2,0.06471435203034837
2025-05-07,5170.9,5172.84,5122.23,5128.36,1721242954.3,236574,Tadawul Small Cap Index,2025-05,2025Q2,0.8096839696727143
2025-05-06,5191.42,5213.15,5162.72,5177.44,1844798414.31,243279,Tadawul Small Cap Index,2025-05,2025Q2,0.9570310976608543
2025-05-05,5141.04,5188.3,5115.85,5183.95,1850952171.24,251110,Tadawul Small Cap Index,2025-05,2025Q2,0.12573781637257309
2025-05-04,5204.91,5214.62,5141.54,5145.82,1344693278.94,213118,Tadawul Small Cap Index,2025-05,2025Q2,-0.7355395017313082
2025-05-01,5254.75,5255.52,5182.95,5201.66,1769794139.56,253968,Tadawul Small Cap Index,2025-05,2025Q2,1.085152609302309
2025-04-30,5314.43,5317.38,5240.47,5253.44,2678054414.55,332160,Tadawul Small Cap Index,2025-04,2025Q2,0.9954514520364555
2025-04-29,5309.12,5321.44,5299.47,5302.56,2795030037.17,322556,Tadawul Small Cap Index,2025-04,2025Q2,0.9350063958092347
2025-04-28,5293.84,5306.04,5278.71,5297.29,2911494792.64,336028,Tadawul Small Cap Index,2025-04,2025Q2,-0.09938595697173147
2025-04-27,5282.87,5289.92,5275.29,5286.33,2154718597.02,257631,Tadawul Small Cap Index,2025-04,2025Q2,-0.20689824419656277
2025-04-24,5226.62,5264.55,5224.68,5264.06,2598665589.96,322503,Tadawul Small Cap Index,2025-04,2025Q2,-0.4212752514504259
2025-04-23,5216.55,5237.78,5204.63,5213.18,2135146474.21,293933,Tadawul Small Cap Index,2025-04,2025Q2,-0.9665543325873993
2025-04-22,5173.27,5193.72,5153.18,5177.65,2005319442.98,295299,Tadawul Small Cap Index,2025-04,2025Q2,-0.6815417844770466
2025-04-21,5237.92,5238.1,5191.22,5192.53,1652231406.65,279775,Tadawul Small Cap Index,2025-04,2025Q2,0.2873890664683909
2025-04-20,5192.35,5241.03,5192.26,5234.5,1533674681.2,214152,Tadawul Small Cap Index,2025-04,2025Q2,0.80827650490225
2025-04-17,5210.13,5211.02,5172.34,5179.79,1925482515.1,298605,Tadawul Small Cap Index,2025-04,2025Q2,-1.045181010602736
2025-04-16,5239.03,5248.14,5199.27,5231.47,2243488310.99,310297,Tadawul Small Cap Index,2025-04,2025Q2,0.9977238459474291
2025-04-15,5249.98,5275.15,5235.83,5242.16,2913254864.39,365569,Tadawul Small Cap Index,2025-04,2025Q2,0.20434027147244738
2025-04-14,5194.52,5238.15,5162.78,5233.46,2955911021.42,362926,Tadawul Small Cap Index,2025-04,2025Q2,-0.16596212248385367
2025-04-13,5126.9,5186.85,5126.08,5178.25,2236739339.16,309918,Tadawul Small Cap Index,2025-04,2025Q2,-1.0549426192232314
2025-04-10,5138.02,5138.89,5064.51,5090.82,2915960185.0,338477,Tadawul Small Cap Index,2025-04,2025Q2,-1.6884082460290717
2025-04-09,4985.09,5028.27,4888.93,4901.77,2377110809.15,344711,Tadawul Small Cap Index,2025-04,2025Q2,-3.7135471299319045
2025-04-08,5015.2,5108.88,5004.81,5022.24,2754785670.68,337479,Tadawul Small Cap Index,2025-04,2025Q2,2.457683653047771
2025-04-07,4775.88,4977.76,4664.15,4948.59,3518028995.4,428672,Tadawul Small Cap Index,2025-04,2025Q2,-1.4664771098155338
2025-04-06,5054.61,5079.97,4931.91,4931.91,2450021129.91,330845,Tadawul Small Cap Index,2025-04,2025Q2,-0.33706570962638294
2025-04-03,5350.44,5381.25,5308.01,5344.5,1695820803.62,241000,Tadawul Small Cap Index,2025-04,2025Q2,8.365724435360743
2025-03-27,5354.55,5397.24,5344.16,5393.37,1609109924.45,221226,Tadawul Small Cap Index,2025-03,2025Q1,0.9143979792309853
2025-03-26,5247.05,5342.57,5246.73,5342.57,1504855070.02,214665,Tadawul Small Cap Index,2025-03,2025Q1,-0.9418971811687382
2025-03-25,5285.9,5291.01,5241.37,5242.92,1186408398.85,200446,Tadawul Small Cap Index,2025-03,2025Q1,-1.8652071942903858
2025-03-24,5263.59,5280.99,5236.93,5275.92,1371764959.15,193973,Tadawul Small Cap Index,2025-03,2025Q1,0.629420246732737
2025-03-23,5271.93,5287.63,5265.35,5267.36,1014610978.36,150087,Tadawul Small Cap Index,2025-03,2025Q1,-0.16224658448195095
2025-03-20,5250.56,5277.42,5241.17,5266.43,1578238161.39,190175,Tadawul Small Cap Index,2025-03,2025Q1,-0.01765590352661439
2025-03-19,5281.36,5282.75,5222.52,5252.92,1253045220.63,195161,Tadawul Small Cap Index,2025-03,2025Q1,-0.2565305149788366
2025-03-18,5355.91,5356.04,5279.78,5290.74,1846741290.74,225938,Tadawul Small Cap Index,2025-03,2025Q1,0.7199805060804199
2025-03-17,5385.65,5407.47,5339.6,5344.04,1936937863.05,233420,Tadawul Small Cap Index,2025-03,2025Q1,1.007420512064483
2025-03-16,5297.25,5370.14,5278.2,5367.32,1922886471.75,183511,Tadawul Small Cap Index,2025-03,2025Q1,0.4356254818451921
2025-03-13,5266.35,5293.36,5254.87,5281.13,2857528993.09,215419,Tadawul Small Cap Index,2025-03,2025Q1,-1.6058293524514933
2025-03-12,5232.41,5273.55,5222.13,5258.9,1685591729.54,217016,Tadawul Small Cap Index,2025-03,2025Q1,-0.42093264130972363
2025-03-11,5169.56,5231.97,5072.81,5222.62,2238269666.98,265143,Tadawul Small Cap Index,2025-03,2025Q1,-0.689878111392106
2025-03-10,5288.45,5289.55,5217.91,5217.91,1769228256.92,222888,Tadawul Small Cap Index,2025-03,2025Q1,-0.09018461998001603
2025-03-09,5329.39,5330.83,5253.56,5293.49,1398498161.2,180572,Tadawul Small Cap Index,2025-03,2025Q1,1.448472664342626
2025-03-06,5383.5,5383.5,5292.33,5320.51,2286258838.61,264753,Tadawul Small Cap Index,2025-03,2025Q1,0.510438293073201
2025-03-05,5440.93,5445.74,5376.92,5393.82,2194225889.1,248690,Tadawul Small Cap Index,2025-03,2025Q1,1.3778754292351536
2025-03-04,5511.25,5511.25,5440.11,5452.06,1890264356.1,234216,Tadawul Small Cap Index,2025-03,2025Q1,1.0797542372567248
2025-03-03,5503.45,5531.58,5473.13,5520.14,1828967600.74,238695,Tadawul Small Cap Index,2025-03,2025Q1,1.2487023253595853
2025-03-02,5607.15,5612.75,5492.19,5500.17,1378013894.8,194571,Tadawul Small Cap Index,2025-03,2025Q1,-0.36176618708946284
2025-02-27,5646.74,5646.96,5608.85,5608.85,2401308677.93,229141,Tadawul Small Cap Index,2025-02,2025Q1,1.9759389255241233
2025-02-26,5658.91,5661.91,5623.35,5644.44,2026032256.19,200017,Tadawul Small Cap Index,2025-02,2025Q1,0.6345329256442822
2025-02-25,5666.45,5669.76,5613.85,5655.09,2217584017.35,238272,Tadawul Small Cap Index,2025-02,2025Q1,0.18868125093012278
2025-02-24,5730.8,5734.18,5660.33,5669.58,2092257981.73,240304,Tadawul Small Cap Index,2025-02,2025Q1,0.25622934383007223
2025-02-20,5736.93,5737.03,5703.89,5733.76,1963222548.61,223218,Tadawul Small Cap Index,2025-02,2025Q1,1.1320062509039497
2025-02-19,5793.85,5795.51,5737.26,5742.09,2167910533.74,226373,Tadawul Small Cap Index,2025-02,2025Q1,0.14527988614800869
